Episode 0: 6.57521s
Episode 1: 18.5728s
Episode 2: 26.9361s
Episode 3: 39.2589s
Episode 4: 51.5698s
         4570157 function calls (4444311 primitive calls) in 53.743 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      220    0.001    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/dataloader.py:51(create_fetcher)
      440    0.001    0.000    0.001    0.000 {method 'tolist' of 'torch._C._TensorBase' objects}
     1000    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
  262/260    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
    10067    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
       59    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
    305/2    0.000    0.000    0.001    0.001 /usr/lib/python3.9/copy.py:128(deepcopy)
     3066    0.001    0.000    0.001    0.000 {method 'requires_grad_' of 'torch._C._TensorBase' objects}
     1000    0.001    0.000    0.001    0.000 <string>:8(setvalue)
     44/2    0.000    0.000    0.001    0.001 /usr/lib/python3.9/copy.py:258(_reconstruct)
      220    0.001    0.000    0.001    0.000 {built-in method broadcast_tensors}
     1000    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
     10/2    0.000    0.000    0.001    0.001 /usr/lib/python3.9/copy.py:226(_deepcopy_dict)
     3079    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     6183    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     3080    0.001    0.000    0.001    0.000 {method 'conj' of 'torch._C._TensorBase' objects}
  240/225    0.000    0.000    0.001    0.000 /usr/lib/python3.9/abc.py:121(__subclasscheck__)
     3080    0.001    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/overrides.py:1552(is_tensor_like)
      220    0.000    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/autograd/grad_mode.py:82(clone)
     1254    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x7f89cd36a900}
       27    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1036(get_data)
       28    0.001    0.000    0.001    0.000 {built-in method zeros_like}
  240/225    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       53    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
     3086    0.001    0.000    0.001    0.000 {built-in method math.sqrt}
      554    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      440    0.001    0.000    0.001    0.000 {method 'copy' of 'collections.OrderedDict' objects}
      511    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     7065    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
      224    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
        1    0.000    0.000    0.001    0.001 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/model_selection/_search.py:1(<module>)
     1000    0.001    0.000    0.001    0.000 {built-in method math.cos}
      220    0.001    0.000    0.001    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
     1433    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.9/multiprocessing/sharedctypes.py:10(<module>)
      156    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:135(_path_stat)
        1    0.000    0.000    0.001    0.001 /home/filipesousa/.local/lib/python3.9/site-packages/pygame/sprite.py:21(<module>)
      168    0.001    0.000    0.001    0.000 {built-in method posix.stat}
      220    0.001    0.000    0.001    0.000 {built-in method torch._C.set_vital}
        2    0.000    0.000    0.001    0.000 {built-in method builtins.__import__}
      250    0.000    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/memory/ExperienceReplayBuffer.py:13(push)
     4555    0.001    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3160(_ndim_dispatcher)
        1    0.000    0.000    0.001    0.001 /home/filipesousa/.local/lib/python3.9/site-packages/gym/envs/classic_control/mountain_car.py:97(__init__)
      220    0.000    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/_utils/fetch.py:44(__init__)
      565    0.001    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.001    0.001 /home/filipesousa/.local/lib/python3.9/site-packages/gym/spaces/box.py:40(__init__)
      6/3    0.000    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/cuda/__init__.py:190(_lazy_init)
     3663    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/model_selection/_validation.py:1(<module>)
     7064    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.9/multiprocessing/sharedctypes.py:70(Value)
      220    0.000    0.000    0.001    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/sampler.py:209(__init__)
     2220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/memory/ExperienceReplayBuffer.py:25(__len__)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1689(__init__)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
       78    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        5    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/wrappers/time_limit.py:24(reset)
       27    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        5    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/wrappers/order_enforcing.py:16(reset)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/spaces/box.py:11(_short_repr)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/model_selection/_split.py:1(<module>)
     2000    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2079(_clip_dispatcher)
        5    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/envs/classic_control/mountain_car.py:136(reset)
      207    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
       14    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/parameter.py:28(__deepcopy__)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_init}
      220    0.000    0.000    0.000    0.000 {built-in method math.log}
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.9/abc.py:105(__new__)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:1575(_array_str_implementation)
     2339    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/utils/random.py:4(<module>)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:561(array2string)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/dataloader.py:320(multiprocessing_context)
      554    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/sharedctypes.py:44(RawValue)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:506(wrapper)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:523(_array2string)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/sharedctypes.py:39(_new_value)
       69    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_get_spec)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:326(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/gettext.py:741(gettext)
       27    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/gettext.py:664(dgettext)
      221    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/models/TorchModel.py:154(_check_optimizer_initialization)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:296(malloc)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/gettext.py:583(translation)
     1364    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/gettext.py:542(find)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/autograd/__init__.py:77(_tensor_or_tensors_to_tuple)
     1000    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/agents/Agent.py:117(name)
       14    0.000    0.000    0.000    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
      441    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:452(_get_format_function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:188(_malloc)
     1760    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:112(release)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/_utils/fetch.py:8(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:158(_new_arena)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:77(__init__)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:411(<lambda>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/sharedctypes.py:148(make_property)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:907(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/context.py:70(RLock)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:934(fillFormat)
      207    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/synchronize.py:186(__init__)
       59    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1337(_path_importer_cache)
      223    0.000    0.000    0.000    0.000 /usr/lib/python3.9/_collections_abc.py:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/synchronize.py:50(__init__)
      880    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:1382(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/models/TorchModel.py:173(reset_optimizer_state)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/linear.py:79(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1556(_fill_cache)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/dataloader.py:415(check_worker_number_rationality)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/_reduction.py:7(get_enum)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
       50    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/cuda/__init__.py:98(_check_capability)
        5    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/core.py:52(np_random)
      111    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      880    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:254(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/tempfile.py:300(mkstemp)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/utils/seeding.py:13(np_random)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/dataloader.py:374(_index_sampler)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1324(_path_hooks)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1388(add_argument)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/optim/adam.py:67(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(linspace)
      554    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/numeric.py:567(_argwhere_dispatcher)
        5    0.000    0.000    0.000    0.000 {method 'uniform' of 'numpy.random._generator.Generator' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/tempfile.py:149(__next__)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/optim/optimizer.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1820(parse_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1827(parse_known_args)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/function_base.py:23(linspace)
      220    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/tempfile.py:243(_mkstemp_inner)
       28    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/parameter.py:23(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/sharedctypes.py:212(Synchronized)
      558    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2670(_amax_dispatcher)
      554    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:482(_put_dispatcher)
      440    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/_utils/worker.py:83(get_worker_info)
        3    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/cuda/__init__.py:348(get_device_properties)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1866(_parse_known_args)
      660    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/utils/data/dataloader.py:370(_auto_collation)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/cuda/__init__.py:331(get_device_capability)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
       28    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:1514(parameters)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:271(inner)
      554    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:1862(_nonzero_dispatcher)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      220    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
       28    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:1538(named_parameters)
        5    0.000    0.000    0.000    0.000 /home/filipesousa/Documents/GitHub/ad-hoc-deep-learning/src/lib/time.py:5(getReadableTime)
       28    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
      220    0.000    0.000    0.000    0.000 /home/filipesousa/Documents/GitHub/ad-hoc-deep-learning/src/lib/ATPO_policy.py:75(accuracy)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1934(consume_optional)
     12/8    0.000    0.000    0.000    0.000 /usr/lib/python3.9/copy.py:200(_deepcopy_list)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1179(exec_module)
        3    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
       27    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       28    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:1501(_named_members)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
      314    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:185(cb)
      296    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
      220    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/models/TorchModel.py:64(<listcomp>)
       45    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      220    0.000    0.000    0.000    0.000 /home/filipesousa/Documents/GitHub/ad-hoc-deep-learning/src/lib/ATPO_policy.py:36(input_shape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:2141(_match_argument)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.9/gettext.py:211(_expand_lang)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/model_selection/_search.py:382(BaseSearchCV)
      554    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:597(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/sharedctypes.py:238(SynchronizedString)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/utils/metaestimators.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.9/re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:10(<module>)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/tempfile.py:138(rng)
      239    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/pygame/version.py:21(<module>)
      273    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/joblib/externals/loky/backend/__init__.py:8(_make_name)
      234    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/re.py:188(match)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/yaaf/models/TorchModel.py:17(__init__)
       14    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:580(compute_should_use_set_data)
       14    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/module.py:328(register_parameter)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/linear.py:92(reset_parameters)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:878(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/util.py:205(__call__)
       12    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/backends/cudnn/__init__.py:67(is_acceptable)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/_ops.py:159(__getattr__)
       71    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2305(any)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:2537(_get_formatter)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.9/copy.py:242(_keep_alive)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:780(_formatArray)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
        2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/spaces/box.py:213(_broadcast)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1306(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:161(__init__)
      220    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
      6/2    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/arrayprint.py:789(recurser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_compile.py:759(compile)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.9/posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:352(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:434(Union)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/warnings.py:96(_showwarnmsg)
      466    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:738(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.9/tempfile.py:152(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
      380    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.9/os.py:674(__getitem__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.9/locale.py:386(normalize)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/random.py:117(__init__)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/pygame/cursors.py:21(<module>)
        6    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/numeric.py:1859(isscalar)
      128    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/random.py:126(seed)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/envs/classic_control/acrobot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/warnings.py:20(_showwarnmsg_impl)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
      380    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      250    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.9/functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/multiprocessing/heap.py:268(free)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.9/random.py:343(choice)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.9/genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/init.py:366(kaiming_uniform_)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:811(find_spec)
        6    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:32(seterr)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1439(add_argument_group)
      315    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/optim/optimizer.py:243(add_param_group)
       28    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
      314    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
        7    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/sklearn/utils/metaestimators.py:162(<lambda>)
       14    0.000    0.000    0.000    0.000 {built-in method _has_compatible_shallow_copy_type}
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/gym/envs/classic_control/mountain_car.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.9/argparse.py:1616(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/typing.py:984(__class_getitem__)
        3    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:429(__enter__)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.9/copy.py:263(<genexpr>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
        1    0.000    0.000    0.000    0.000 /home/filipesousa/.local/lib/python3.9/site-packages/torch/nn/modules/rnn.py:187(<listcomp>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f89cc3e7f70}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.9/_collections_abc.py:760(get)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.9/sre_parse.py:937(parse)
